"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BGR","GDPHRWKD","TOT","IDX2010","A","2008",94.469428,
"BGR","GDPHRWKD","TOT","IDX2010","A","2009",95.493609,
"BGR","GDPHRWKD","TOT","IDX2010","A","2010",100,
"BGR","GDPHRWKD","TOT","IDX2010","A","2011",104.734265,
"BGR","GDPHRWKD","TOT","IDX2010","A","2012",107.752347,
"BGR","GDPHRWKD","TOT","IDX2010","A","2013",108.528719,
"BGR","GDPHRWKD","TOT","IDX2010","A","2014",110.241121,
"BGR","GDPHRWKD","TOT","IDX2010","A","2015",114.216046,
"BGR","GDPHRWKD","TOT","IDX2010","A","2016",118.042777,
"BGR","GDPHRWKD","TOT","IDX2010","A","2017",120.054406,
"BGR","GDPHRWKD","TOT","IDX2010","A","2018",123.788542,
"BGR","GDPHRWKD","TOT","IDX2010","A","2019",127.477514,
"HRV","GDPHRWKD","TOT","IDX2010","A","2001",89.184919,
"HRV","GDPHRWKD","TOT","IDX2010","A","2002",92.926728,
"HRV","GDPHRWKD","TOT","IDX2010","A","2003",95.733661,
"HRV","GDPHRWKD","TOT","IDX2010","A","2004",98.78919,
"HRV","GDPHRWKD","TOT","IDX2010","A","2005",102.008698,
"HRV","GDPHRWKD","TOT","IDX2010","A","2006",103.716281,
"HRV","GDPHRWKD","TOT","IDX2010","A","2007",105.721056,
"HRV","GDPHRWKD","TOT","IDX2010","A","2008",105.248018,
"HRV","GDPHRWKD","TOT","IDX2010","A","2009",98.407187,
"HRV","GDPHRWKD","TOT","IDX2010","A","2010",100,
"HRV","GDPHRWKD","TOT","IDX2010","A","2011",103.828161,
"HRV","GDPHRWKD","TOT","IDX2010","A","2012",106.20867,
"HRV","GDPHRWKD","TOT","IDX2010","A","2013",109.297463,
"HRV","GDPHRWKD","TOT","IDX2010","A","2014",107.346285,
"HRV","GDPHRWKD","TOT","IDX2010","A","2015",112.411998,
"HRV","GDPHRWKD","TOT","IDX2010","A","2016",115.533008,
"HRV","GDPHRWKD","TOT","IDX2010","A","2017",117.305789,
"HRV","GDPHRWKD","TOT","IDX2010","A","2018",119.141058,
"HRV","GDPHRWKD","TOT","IDX2010","A","2019",119.551124,
"PER","GDPHRWKD","TOT","IDX2010","A","2007",86.377223,
"PER","GDPHRWKD","TOT","IDX2010","A","2008",93.104764,
"PER","GDPHRWKD","TOT","IDX2010","A","2009",93.185843,
"PER","GDPHRWKD","TOT","IDX2010","A","2010",100,
"PER","GDPHRWKD","TOT","IDX2010","A","2011",104.820822,
"PER","GDPHRWKD","TOT","IDX2010","A","2012",110.050144,
"PER","GDPHRWKD","TOT","IDX2010","A","2013",116.238016,
"PER","GDPHRWKD","TOT","IDX2010","A","2014",118.619541,
"ROU","GDPHRWKD","TOT","IDX2010","A","2001",56.587792,
"ROU","GDPHRWKD","TOT","IDX2010","A","2002",66.059702,
"ROU","GDPHRWKD","TOT","IDX2010","A","2003",68.746886,
"ROU","GDPHRWKD","TOT","IDX2010","A","2004",76.826256,
"ROU","GDPHRWKD","TOT","IDX2010","A","2005",81.348941,
"ROU","GDPHRWKD","TOT","IDX2010","A","2006",86.517681,
"ROU","GDPHRWKD","TOT","IDX2010","A","2007",92.002121,
"ROU","GDPHRWKD","TOT","IDX2010","A","2008",102.978523,
"ROU","GDPHRWKD","TOT","IDX2010","A","2009",102.085912,
"ROU","GDPHRWKD","TOT","IDX2010","A","2010",100,
"ROU","GDPHRWKD","TOT","IDX2010","A","2011",103.944,
"ROU","GDPHRWKD","TOT","IDX2010","A","2012",106.776744,"B"
"ROU","GDPHRWKD","TOT","IDX2010","A","2013",111.822362,
"ROU","GDPHRWKD","TOT","IDX2010","A","2014",115.654669,
"ROU","GDPHRWKD","TOT","IDX2010","A","2015",122.134288,
"ROU","GDPHRWKD","TOT","IDX2010","A","2016",127.785447,
"ROU","GDPHRWKD","TOT","IDX2010","A","2017",135.414897,
"ROU","GDPHRWKD","TOT","IDX2010","A","2018",140.285545,
